Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta
7897129302541,VITACID PLUS CR 15G,E,PROPAGADO ,"103,83","146,55","239,74"
7897129303579,"VITACID XT 0,1% CR 25G",D,01 - Preço Controlado Plugpharma,"54,35","78,66","68,16"
7897129303579,"VITACID XT 0,1% CR 25G",D,02 - Preço Controlado Plugpharma,"54,44","78,66","68,16"
7897129303586,SAB THERASKIN ANTIOLEOSIDADE THERACNE 80G,E,DERMOCOSMETICOS ,"52,46","79,90","143,82"
7897129303890,CETRILAN CR PROTETOR 40G,E,,"19,28","40,90","40,90"
7897129303937,VITACID ACNE GEL 25G,E,02 - Preço Controlado Plugpharma,"79,61","115,60","300,51"
7897129304200,THERAPSOR SOL CAPILAR 25ML,D,02 - Preço Controlado Plugpharma,"28,85","42,73","111,09"
7897129304200,THERAPSOR SOL CAPILAR 25ML,E,01 - Preço Controlado Plugpharma,"28,82","42,73","74,06"
7897129304248,LOCAO HIDRAT KLAVIE CLINICAL 190ML,E,DERMOCOSMETICOS ,"37,22","52,90","47,61"
7897129304552,SERUM THERASKIN EURYALE C ANTI-IDADE 50G,E,DERMOCOSMETICOS ,"103,32","255,40","459,72"
7897129304729,LOCAO PREBIOTICA AMILIA REPAIR 60G,E,DERMOCOSMETICOS ,"36,16","67,90","122,22"
7897137900401,HYLO-GEL SOL OFT 10ML,E,PROPAGADO ,"90,42","123,00","106,74"
7897144661296,GEL DENTAL BITUFO COCORICO S/FLUORR TUTTI FRUTTI 90G,E,,"9,89","15,90","31,80"
7897144661302,GEL DENTAL BITUFO COCORICO C/FLUOR TUTTI FRUTI 90G,E,,"9,83","15,90","31,80"
7897158700011,TONICO FORTALECIMENTO DE ALHO 30ML,C,,"3,76","5,90","29,50"
7897158700011,TONICO FORTALECIMENTO DE ALHO 30ML,E,,"3,76","5,90","41,30"
7897158700196,TONICO GOTA DOURADA BIOTINA 100ML,C,,"7,35","11,99","47,96"
7897158700219,TONICO GOTA DOURADA RICINO 100ML,C,,"7,01","11,90","130,90"
7897158700226,TONICO GOTA DOURADA CRAVO 100ML,E,,"6,50","9,90","29,70"
7897158701575,SH GOTA DOURADA FORTALECIMENTO 430ML,D,,"9,96","14,90","14,90"
7897158701575,SH GOTA DOURADA FORTALECIMENTO 430ML,E,,"10,20","14,90","14,90"
7897158701582,COND GOTA DOURADA FORTALECIMENTO 430ML,E,,"12,59","17,90","17,90"
7897158702138,TONICO FORTALECIMENTO DE ALHO 100ML,C,,"7,41","11,90","11,90"
7897158702138,TONICO FORTALECIMENTO DE ALHO 100ML,D,,"7,16","11,90","83,30"
7897158702138,TONICO FORTALECIMENTO DE ALHO 100ML,E,,"8,25","11,90","11,90"
7897158716609,TONICO GOTA FORTAL CAB COM ESCOVA 100ML,C,,"6,89","10,90","21,80"
7897158716609,TONICO GOTA FORTAL CAB COM ESCOVA 100ML,E,,"7,15","10,90","10,90"
7897158717699,TONICO GOTA DOURADA ANTIQUEDA 100ML,E,,"7,07","10,90","10,90"
7897158726585,TONICO GOTA DOURADA HIALURONICO 100ML,D,,"6,99","10,50","31,50"
7897158726585,TONICO GOTA DOURADA HIALURONICO 100ML,E,,"6,99","10,50","31,50"
7897169200685,TOUCA DE BANHO SANTA CLARA LUXO REF 0685,B,,"1,42","2,30","13,80"
7897169200685,TOUCA DE BANHO SANTA CLARA LUXO REF 0685,E,,"1,03","2,30","27,60"
7897169201057,PALITO DE UNHA SANTA CLARA LARANJEIRAS C/100 UNID REF 105,E,,"0,07","9,50","608,00"
7897169201354,ESPATULA CUTICULA SANTA CLARA DUPLA INOX C/1 UNID REF 1352,E,,"7,15","11,90","71,40"
7897169201361,DESENCRAVADOR P/UNHAS SANTA CLARA INOX C/1UNID REF 136,E,,"5,61","8,60","51,60"
7897169202207,BISTURI PONTEIRO SANTA CLARA ,E,,"4,50","8,60","8,60"
7897169202283,TALQUEIRA SANTA CLARA C/1 UNID REF 228,E,,"11,49","17,30","34,60"
7897169202290,PINCEL P/TINTURA SANTA CLARA C/1 UNID REF 229,D,,"2,66","3,90","23,40"
7897169202382,LIXA MADEIRA LUXO PARA OS PES SANTA CLARA,C,,"4,00","5,90","23,60"
7897169202757,ESC CABELO SANTA CLARA REDONDA P/MASSAGEM C/1 UNID REF 275,E,,"0,84","2,50","2,50"
7897169202948,ESPATULA DEPIL SANTA CLARA GRANDE REF 294,E,,"1,98","2,90","14,50"
7897169203143,PINCEL P/TINTURA SANTA CLARA PEQUENO C/1 UNID REF314,C,,"1,99","2,90","8,70"
7897169203303,TIGELA TINTURA SANTA CLARA 450ML REF 330,E,,"2,35","3,50","21,00"
7897169203778,PENTE PLASTICO SANTA CLARA R. 0377,C,,"2,38","3,90","7,80"
7897169203860,LIXA UNHA SANTA CLARA BIG CANARIO C/3 UNID,D,,"1,96","3,90","35,10"
7897169204034,TOUCA METAL SANTA CLARA ISOPOR,D,,"7,22","9,90","19,80"
7897169204744,PENTE SANTA CLARA DENTES LARGOS REF 474,D,,"2,45","4,50","22,50"
7897169206830,LAMINA SUPORTE SANTA CLARA REF 683 C/10 UNID,E,,"7,49","11,25","11,25"
7897169207714,PENTE SANTA CLARA FINO LASTICO CABO  ,D,,"1,40","2,50","7,50"
7897169210691,LIXA P/PES SANTA CLARA RETA SIMPLES C/1 UNID REF 0691,E,,"5,36","8,90","8,90"
7897169211230,PORTA ACETONA SANTA CLARA 150ML REF 1123,E,,"10,38","15,90","159,00"
7897169215634,PICEL MASC CORPORAL MEDIO,E,,"11,89","17,90","17,90"
7897169217201,PORTA ESCOVA DENT SANTA CLARA PRETO,E,,"1,87","2,90","8,70"
7897169217225,BACIA MANICURE SANTA CLARA GLITER REF 7225,E,,"5,33","7,99","23,97"
7897169238848,DOSADOR TRANSPARENTE ACETONA ITALIANO 180ML,D,,"8,82","14,90","14,90"
7897169239814,PORTA ACETONA ROSA 150ML,E,,"8,62","13,50","81,00"
7897169242661,DOSADOR ACETONA SANTA CLARA 130ML +PORTA ALGODAO,E,,"14,53","21,80","21,80"
7897169253476,AVENTAL SANTA CLARA TNT DESCARTAVEL C/01 UNID REF 5347,E,,"6,78","10,20","10,20"
7897169298095,AVENTAL TINTURA SANTA CLARA POLIVINIL PRETO REF49,E,,"4,99","7,50","7,50"
7897169299269,PENTE SANTA CLARA MADEIRA MEDIO 9926,E,,"12,79","17,99","17,99"
7897173098957,BOLINHO TURMA DA MONICA CHOCOLATE RECHEIO CHOCOLATE 40G,E,,"1,46","2,50","2,50"
7897194220269,POVIDINE ANTISSEPTICO 100MG/ML 100ML,C,,"11,19","20,90","146,30"
7897211100185,GEL KY LUBRIFICANTE 3 UND C/5 G,E,,"3,87","6,90","-6,90"
7897211100192,LUBRIFICANTE KY GEL 50G,C,,"18,01","28,90","28,90"
7897211100192,LUBRIFICANTE KY GEL 50G,D,,"18,98","28,90","86,70"
7897211100192,LUBRIFICANTE KY GEL 50G,E,,"19,55","28,90","28,90"
7897211100208,LUBRIFICANTE KY GEL 100G,C,,"27,10","37,50","37,50"
7897211100406,LUBRIFICANTE KY ULTRAGEL HOT GEL 50G,E,,"22,86","33,90","33,90"
7897211100505,LUBRIFICANTE KY GEL LIQ INTIMO 50G,E,,"16,98","27,90","27,90"
7897214700016,GRAMPO DARMA N5 CASTANHO 100UN,E,,"6,89","6,90","13,80"
7897214700023,GRAMPO DARMA N5 PRETO C/100 UNID,E,,"6,89","10,50","10,50"
7897214700030,GRAMPO DARMA N5 LOIRO LUXO C/100 UNID  ,E,,"6,45","12,90","25,80"
7897214700122,GRAMPO DARMA CASTANHO BLISTER N7 C/20 UNID,E,,"2,60","5,50","11,00"
7897214700139,GRAMPO DARMA PRETO BLISTER N7 C/20 UNID,E,,"3,32","5,50","5,50"
7897214700528,PENTE FINO DARMA C/2 UNID,C,,"1,13","2,50","12,50"
7897214701860,LIXA MINI POLIDORA C/18 UNID 8CM 12x9MM DARMA,E,,"4,90","7,50","735,00"
7897214703376,ESC CABELO DARMA CACHOS COLORS ,E,,"11,94","18,90","18,90"
7897217400340,ESC PRATIC VIAGEM MACIA JADEPRO,D,,"4,89","7,50","7,50"
7897217400340,ESC PRATIC VIAGEM MACIA JADEPRO,E,,"4,89","7,50","7,50"
7897217400425,ESC DENT JADEPRO INTERDENTAL CONICA EXTRAFINA C/3 UNID,C,,"7,04","11,90","23,80"
7897217400463,PROT CERDAS PROTEC C/4 UNID ,E,,"4,68","7,99","15,98"
7897217402108,ESC DENT JADEFROG INFANTIL KELLO KITTY C/ PROTETOR MACIA ,E,,"6,30","11,90","11,90"
7897217403273,ESC DENT JADEPRO POPMAX DURA C/1 UND,C,,"3,05","5,90","5,90"
7897217403921,ESC DENT PRO SLIM CERDAS ALEMAS ULTRA FINAS C/2 UNID,C,,"10,44","17,90","53,70"
7897217403921,ESC DENT PRO SLIM CERDAS ALEMAS ULTRA FINAS C/2 UNID,E,,"9,50","17,90","17,90"
7897230300023,PROT SOLAR ANASOL DEFESA DIARIA CREAM FPS75 40G,E,,"42,56","71,90","575,20"
7897230301730,PROT SOLAR ANASOL ANTIRRUGAS FPS50 60G,E,,"47,30","70,90","212,70"
7897230301969,PROT SOLAR ANASOL OIL CONTROL FPS75 60G,E,,"56,63","84,90","339,60"
7897230302560,ESPUMA LIMP FACIAL HIDRABENE 50ML,E,,"31,37","46,90","187,60"
7897230302577,GEL ESFOLIANTE FACIAL HIDRABENE 100G,E,,"25,42","38,50","38,50"
7897230302584,CR FACIAL HIDRABENE ANTIPOLUICAO E ANTI-AGING FACIAL 60G,E,,"37,75","57,90","231,60"
7897230302591,SERUM HIDRABENE CONCENTRADO AREA DOS OLHOS 15G,E,,"53,33","69,50","139,00"
7897230302683,MASC FACIAL HIDRABENE DE ARGILA  REVITALIZANTE 100G,E,,"34,44","57,90","694,80"
7897230302850,PROT SOLAR ANASOL CREME CLAREADOR FPS80 40G,E,,"46,66","69,90","559,20"
7897230302898,AGUA MICELAR HIDRABENE 200ML,E,,"26,31","40,90","122,70"
7897230303062,SAB LIQ FACIAL HIDRABENE 120ML,E,,"27,57","41,50","166,00"
7897230303086,SERUM HIDRABENE MULTICORRETIVO CLAREADOR 30ML,E,,"60,35","103,90","311,70"
7897230303130,CR FACIAL RETINOL HIDRABENE 30G,E,,"51,49","77,50","77,50"
7897230303185,PROT SOLAR ANASOL OIL FREE TOQUE SECO FPS50 200G,E,,"31,79","47,90","479,00"
7897230303215,PROT SOLAR ANASOL BASE CLARA FPS75 40G ,E,,"46,24","72,50","217,50"
7897230303222,PROT SOLAR ANASOL BASE MEDIA FPS75 40G ,E,,"46,24","69,90","209,70"
7897230303239,SERUM HIDRABENE HYALURONIC FILLER 30ML,E,,"60,63","99,90","399,60"
7897230303277,PROT SOLAR RICOSOL OIL FREE FPS70 180G,C,,"33,63","55,90","335,40"
7897230303307,PROT SOLAR RICOSOL OIL FREE FPS50 180G,C,,"25,32","38,90","155,60"
7897230303390,SERUM HIDRABENE INTENSE MATTE 30ML,E,,"61,76","93,90","469,50"
7897230303420,MASC FACIAL HIDRABENE HYALURONIC SLEEPING MASK 70G  ,E,,"59,82","79,90","79,90"
7897230303468,PROT SOLAR FACIAL HIDRABENE CLAREADOR FPS50 40G,E,,"52,67","79,50","79,50"
7897230303475,BASE FACIAL STICK HIDRABENE FACIAL CLARA FPS 50 12G,E,,"61,10","96,50","289,50"
7897230303482,BASE FACIAL STICK HIDRABENE MEDIA FPS 50 12G,E,,"62,66","96,50","289,50"
7897230303505,PROT SOLAR FACIAL HIDRABENE FPS75 40G,E,,"57,65","89,90","359,60"
7897230303512,GEL LIMP FACIAL HIDRABENE PROFUNDA 120G,E,,"31,70","49,90","299,40"
7897230303529,TONICO ADSTRINGENTE FACIAL HIDRABENE 150ML,E,,"28,28","40,50","81,00"
7897230303598,PROT SOLAR FACIAL HIDRABENE VIT C FPS50 40G,E,,"58,44","92,50","555,00"
7897230303604,BASE FACIAL STICK HIDRABENE ESCURA FPS 50 12G ,E,,"62,66","96,50","96,50"
7897230303611,PROT SOLAR FACIAL HIDRABENE FPS99 40G,E,,"58,24","88,50","177,00"
7897230303642,SERUM HIDRABENE BLEND FIVE 30ML,E,,"59,21","89,90","809,10"
7897230303680,GEL SECATIVO ANTIACNE HIDRABENE 15G,E,,"24,85","37,90","113,70"
7897230303734,CR HIDRABENE ULTRA REPAIR FACIAL 60G,E,,"34,19","48,50","97,00"
7897230303802,CLEANSING MILK HIDRABENE 160ML,E,,"48,13","72,50","145,00"
7897230303840,CR FACIAL HIDRABENE TRIPLA ESFOLIACAO 60G,E,,"34,79","53,90","107,80"
7897230303895,PROT SOLAR FACIAL HIDRABENE OIL CONTROL FPS60 50G,E,,"48,10","77,50","387,50"
7897230304076,SERUM HIDRABENE LUMINOUS EYES 30ML,E,,"55,65","84,50","422,50"
7897230304106,SH HIDRABENE PURIFICANTE 200ML,E,,"28,33","36,90","147,60"
7897230304168,TONICO CAPILAR DERMOCALMANTE HIDRABENE 100 ML,E,,"35,42","52,90","105,80"
7897230304199,PROT SOLAR ANASOL KIDS FPS70 100G,E,,"35,78","53,90","269,50"
7897230304212,CR MAOS E PES HIDRABENE MEU CREMINHO BELLE 30G,E,,"9,90","15,50","15,50"
7897230304359,SERUM HIDRABENE HYALURONIC C3 30ML,E,,"65,10","104,50","836,00"
7897230304397,PO COMPACT HIDRABENE FPS50 CLARO 10G,E,,"49,14","73,50","294,00"
7897230304403,PO COMPACT HIDRABENE FPS50 MEDIO 10G,E,,"43,97","65,90","527,20"
7897230304410,PO COMPACT HIDRABENE FPS50 ESCURO 10G,E,,"49,14","73,50","220,50"
7897230304434,MASC FACIAL HIDRABENE DE ARGILA VERDE 50G,D,,"30,15","45,50","45,50"
7897230304434,MASC FACIAL HIDRABENE DE ARGILA VERDE 50G,E,,"30,15","45,50","91,00"
7897230304458,MASC FACIAL HIDRABENE FACIAL DE ARGILA VIT C 50G,E,,"27,14","38,50","38,50"
7897230304465,CR ESFOLIANTE CORPORAL HIDRABENE 180G,E,,"31,26","49,50","198,00"
7897230304502,SAB LIQ HIDRABENE LAVANDA 500ML,E,,"24,17","36,50","109,50"
7897230304526,SAB LIQ HIDRABENE VERBENA 500ML,E,,"26,12","38,90","38,90"
7897230304601,SAB LIQ HIDRABENE MANGO 500ML,E,,"24,17","36,50","36,50"
7897230304755,LIPSTICK HIDRABENE CEREJA 5G,D,,"9,54","14,50","43,50"
7897230304809,MASC FACIAL HIDRABENE ROSA 50G,E,,"24,04","32,90","98,70"
7897230304922,PROT SOLAR ANASOL KIDS FPS99 100G,E,,"46,67","70,50","352,50"
7897230304960,KIT ANASOL PROT SOLAR FPS50+PROT SOLAR KIDS FPS50,D,,"37,30","55,90","55,90"
7897230304984,SAB LIQ FACIAL CAMOMILA HIDRABENE 120ML ,E,,"26,82","41,50","124,50"
7897230304991,SAB LIQ FACIAL HAMAMELIS HIDRABENE 120ML ,E,,"26,82","41,50","124,50"
7897230305004,SAB LIQ FACIAL MIRTILO HIDRABENE 120ML ,E,,"26,82","41,50","166,00"
7897230305059,SAB LIQ FACIAL GLUCONOLACTONA HIDRABENE 120ML,E,,"26,82","41,50","83,00"
7897230305110,ESPUMA DE LIMPEZA FACIAL HIDRABENE 100 ML,E,,"51,98","77,50","77,50"
7897230305257,LIP TINT HIDRABENE CEREJA 6ML,E,,"16,38","24,57","24,57"
7897230305950,KIT HIDRABENE SERUM FACIAL+PROT SOLAR FPS60,E,,"53,52","80,50","322,00"
7897244602069,AGUA MINERATTA SABORIZADA TANGERINA 500ML,D,,"2,33","3,90","11,70"
7897247306001,PALMILHA SO PES DRY PERFORM 33/34,E,,"21,50","30,40","30,40"
7897316800256,"OFLOX 0,3% SOL OFT 5ML",D,02 - Preço Controlado Plugpharma,"36,95","53,89","93,40"
7897316800256,"OFLOX 0,3% SOL OFT 5ML",E,01 - Preço Controlado Plugpharma,"37,07","53,89","46,70"
7897316800300,PRED FORT SOL OFT 5ML,D,02 - Preço Controlado Plugpharma,"40,39","56,92","98,64"
7897316800300,PRED FORT SOL OFT 5ML,E,01 - Preço Controlado Plugpharma,"40,26","56,92","49,32"
7897316800300,PRED FORT SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"42,43","56,92","49,32"
7897316801130,"ATROPINA 0,5% 0,5 MG/ML SOL OFT 5 ML",E,01 - Preço Controlado Plugpharma,"8,70","12,35","10,70"
7897316801154,ATROPINA 1%  5ML,D,PROPAGADO ,"9,88","13,91","36,15"
7897316801154,ATROPINA 1%  5ML,E,PROPAGADO ,"10,02","13,91","24,10"
7897316801390,CROMOLERG 2% SOL OFT 5ML,E,01 - Preço Controlado Plugpharma,"11,94","16,73","29,00"
7897316801390,CROMOLERG 2% SOL OFT 5ML,E,02 - Preço Controlado Plugpharma,"12,01","16,73","14,50"
7897316801390,CROMOLERG 2% SOL OFT 5ML,E,03 - Preço Controlado Plugpharma,"11,94","16,73","29,00"
7897316801413,CROMOLERG 4% SOL OFT 5ML,C,02 - Preço Controlado Plugpharma,"15,38","21,18","36,70"
7897316801413,CROMOLERG 4% SOL OFT 5ML,D,01 - Preço Controlado Plugpharma,"15,86","21,18","36,70"
7897316802335,"STILL 0,1% SOL OFT 5ML",D,01 - Preço Controlado Plugpharma,"15,03","21,94","19,01"
7897316802335,"STILL 0,1% SOL OFT 5ML",D,02 - Preço Controlado Plugpharma,"15,34","21,94","38,02"
7897316802335,"STILL 0,1% SOL OFT 5ML",E,03 - Preço Controlado Plugpharma,"14,80","21,94","38,02"
7897316804902,"ZYMAR 0,3% SOL OFT 5ML",E,01 - Preço Controlado Plugpharma,"36,80","53,93","140,19"
7897316804902,"ZYMAR 0,3% SOL OFT 5ML",E,02 - Preço Controlado Plugpharma,"37,64","53,93","46,73"
7897316804902,"ZYMAR 0,3% SOL OFT 5ML",E,03 - Preço Controlado Plugpharma,"36,83","53,93","46,73"
7897316805442,ZYPRED SUSP OFT 6ML,E,01 - Preço Controlado Plugpharma,"63,76","92,57","80,21"
7897316805442,ZYPRED SUSP OFT 6ML,E,02 - Preço Controlado Plugpharma,"63,18","92,57","160,42"
7897316805442,ZYPRED SUSP OFT 6ML,E,03 - Preço Controlado Plugpharma,"63,28","92,57","80,21"
7897316805459,"LATISSE 0,3MG SOL 5ML 100 APL",E,02 - Preço Controlado Plugpharma,"185,27","278,38","230,08"
7897316805619,ZYPRED 3ML,D,01 - Preço Controlado Plugpharma,"32,73","46,26","80,16"
7897316805671,ZYMAR XD COLIRIO 3ML,E,01 - Preço Controlado Plugpharma,"36,90","53,93","140,19"
7897316806012,"LASTACAFT 0,25% SOL OFT 3ML",E,02 - Preço Controlado Plugpharma,"57,79","77,63","67,27"
7897316806371,OPTIVE SOL OFT 10ML,E,PROPAGADO ,"49,66","58,74","52,87"
7897316806388,OPTIVE SOL OFT 15ML,E,,"65,64","103,62","207,24"
7897316806623,TRIPLENEX SOL OFT 5ML,E,02 - Preço Controlado Plugpharma,"179,34","259,30","246,34"
7897316806760,"FRESH TEARS 0,5% COLIRIO 10ML",D,,"37,20","46,70","46,70"
7897322701493,MAGNOPYROL 500MG/ML GTS 20ML,E,01 - Preço Controlado Plugpharma,"31,70","45,45","41,20"
7897322701493,MAGNOPYROL 500MG/ML GTS 20ML,E,02 - Preço Controlado Plugpharma,"31,49","45,45","41,20"
7897322701738,MAXSULID 400MG C/10 CPR,E,01 - Preço Controlado Plugpharma,"29,26","48,55","42,07"
7897322701738,MAXSULID 400MG C/10 CPR,E,02 - Preço Controlado Plugpharma,"29,26","48,55","84,14"
7897322701738,MAXSULID 400MG C/10 CPR,E,03 - Preço Controlado Plugpharma,"33,33","48,55","42,07"
7897322702032,"RINOSORO 0,9% GTS 30ML",B,02 - Preço Controlado Plugpharma,"16,49","22,48","81,52"
7897322702032,"RINOSORO 0,9% GTS 30ML",C,01 - Preço Controlado Plugpharma,"16,71","22,48","61,14"
7897322702032,"RINOSORO 0,9% GTS 30ML",C,03 - Preço Controlado Plugpharma,"16,71","22,48","40,76"
7897322702209,LISADOR C/16 CPR,C,02 - Preço Controlado Plugpharma,"32,19","44,98","81,54"
7897322702209,LISADOR C/16 CPR,D,03 - Preço Controlado Plugpharma,"31,23","44,98","122,31"
7897322702209,LISADOR C/16 CPR,E,01 - Preço Controlado Plugpharma,"31,97","44,98","122,31"
7897322704593,RINOSORO SIC SPRAY 50ML,C,02 - Preço Controlado Plugpharma,"25,45","34,24","93,12"
7897322704593,RINOSORO SIC SPRAY 50ML,E,01 - Preço Controlado Plugpharma,"25,45","34,24","62,08"
7897322706528,CAFILISADOR 500+65MG C/16 CPR,D,01 - Preço Controlado Plugpharma,"34,49","46,92","85,06"
7897322706528,CAFILISADOR 500+65MG C/16 CPR,E,02 - Preço Controlado Plugpharma,"34,69","46,92","42,53"
7897322706658,RINOSORO SIC SPRAY INF 50ML,D,01 - Preço Controlado Plugpharma,"26,22","35,28","31,98"
7897322706658,RINOSORO SIC SPRAY INF 50ML,E,02 - Preço Controlado Plugpharma,"24,98","35,28","127,92"
7897322706658,RINOSORO SIC SPRAY INF 50ML,E,03 - Preço Controlado Plugpharma,"22,56","35,28","95,94"
7897322707211,LISADOR C/24 CPR,C,03 - Preço Controlado Plugpharma,"38,75","60,74","220,24"
7897322707211,LISADOR C/24 CPR,D,02 - Preço Controlado Plugpharma,"40,93","60,74","110,12"
7897322707211,LISADOR C/24 CPR,E,01 - Preço Controlado Plugpharma,"44,77","60,74","110,12"
7897322709376,"RINOSORO 0,9% JET SPRAY 100ML",D,PROPAGADO ,"33,74","49,80","39,87"
7897322709376,"RINOSORO 0,9% JET SPRAY 100ML",E,PROPAGADO ,"29,86","49,80","119,61"
7897322709468,ADDERA D3 7.000UI C/4 CPR REVEST ,D,02 - Preço Controlado Plugpharma,"31,84","43,54","75,46"
7897322709475,ADDERA D3 7000UI C/10 CPR ,E,01 - Preço Controlado Plugpharma,"66,86","90,70","78,59"
7897322709505,ADDERA D3 10000UI C/10 CPR,E,SUPLEMENTO ALIMENTAR ,"84,61","119,79","99,59"
7897322709529,ADDERA D3 50.000UI C/4 CPR REVEST ,E,01 - Preço Controlado Plugpharma,"100,37","140,56","121,80"
7897322709727,ADDERA D3 7.000UI C/4 CAPS MOLE ,E,01 - Preço Controlado Plugpharma,"32,07","43,54","113,19"
7897322709727,ADDERA D3 7.000UI C/4 CAPS MOLE ,E,02 - Preço Controlado Plugpharma,"30,82","43,54","150,92"
7897322709734,ADDERA D3 7.000UI C/10 CAPS MOLE ,E,01 - Preço Controlado Plugpharma,"61,07","90,72","157,22"
7897322709741,ADDERA D3 7.000UI C/30 CAPS MOLE ,E,02 - Preço Controlado Plugpharma,"126,70","171,97","298,02"
7897322709758,ADDERA D3 50000 UI C/4 CAPS GEL ,D,SUPLEMENTO ALIMENTAR ,"108,88","141,90","115,65"
7897322709758,ADDERA D3 50000 UI C/4 CAPS GEL ,E,SUPLEMENTO ALIMENTAR ,"96,55","141,90","231,30"
7897322709789,TAMARINE ZERO ACUCAR GELEIA 150G,B,PROPAGADO ,"62,80","90,57","349,45"
7897322709789,TAMARINE ZERO ACUCAR GELEIA 150G,C,PROPAGADO ,"48,58","90,57","908,57"
7897322709802,TAMARINE GELEIA ZERO ACUCAR 250G,C,PROPAGADO ,"86,78","121,49","311,34"
7897322709802,TAMARINE GELEIA ZERO ACUCAR 250G,D,PROPAGADO ,"67,39","121,49","518,90"
7897322709802,TAMARINE GELEIA ZERO ACUCAR 250G,E,PROPAGADO ,"67,63","121,49","726,46"
7897322709994,ADDERA D3 10000UI C/10 CAPS GEL ,E,01 - Preço Controlado Plugpharma,"85,57","119,79","103,80"
7897322709994,ADDERA D3 10000UI C/10 CAPS GEL ,E,02 - Preço Controlado Plugpharma,"81,33","119,79","311,40"
7897322709994,ADDERA D3 10000UI C/10 CAPS GEL ,E,03 - Preço Controlado Plugpharma,"86,89","119,79","207,60"
7897322710440,LISADOR C/8 CPR,B,PROPAGADO ,"15,83","22,90","1.266,36"
7897322710761,DECIPRAX 10MG C/30 CPR (MANTECORP),E,02 - Preço Controlado Plugpharma,"86,28","128,10","105,87"
7897322711430,"UMMA 20MG/G CR VAG 6,5G C/1 APLIC",E,02 - Preço Controlado Plugpharma,"79,31","113,43","98,29"
7897322714257,AMPLIUM G CR VAG 40G C/7 APLIC,E,02 - Preço Controlado Plugpharma,"28,94","40,98","35,51"
7897322714271,TAMARINE FIBRAS POTE 250G,E,PROPAGADO ,"69,04","124,44","100,80"
7897322714462,MIOFLEX A C/12 CPR,C,PROPAGADO ,"20,01","26,33","182,48"
7897322714462,MIOFLEX A C/12 CPR,D,PROPAGADO ,"19,25","26,33","91,24"
7897322714479,MIOFLEX A C/30 CPR,D,01 - Preço Controlado Plugpharma,"48,92","65,62","56,86"
7897322714479,MIOFLEX A C/30 CPR,D,03 - Preço Controlado Plugpharma,"46,64","65,62","56,86"
7897337702089,MAXALT 10MG C/2 CPR,C,01 - Preço Controlado Plugpharma,"25,98","37,17","64,42"
7897337702089,MAXALT 10MG C/2 CPR,C,02 - Preço Controlado Plugpharma,"25,81","37,17","64,42"
7897337702089,MAXALT 10MG C/2 CPR,E,03 - Preço Controlado Plugpharma,"25,43","37,17","32,21"
7897337704960,ARCOXIA 60MG C/7 CPR REVEST,D,01 - Preço Controlado Plugpharma,"51,41","73,52","60,76"
7897337704984,ARCOXIA 90MG C/7 CPR REVEST,E,01 - Preço Controlado Plugpharma,"57,64","82,57","68,24"
7897337704984,ARCOXIA 90MG C/7 CPR REVEST,E,02 - Preço Controlado Plugpharma,"55,71","82,57","68,24"
7897337704984,ARCOXIA 90MG C/7 CPR REVEST,E,03 - Preço Controlado Plugpharma,"57,10","82,57","68,24"
7897337705004,ARCOXIA 90MG C/14 CPR,E,01 - Preço Controlado Plugpharma,"111,82","163,46","135,10"
7897337705004,ARCOXIA 90MG C/14 CPR,E,02 - Preço Controlado Plugpharma,"111,73","163,46","135,10"
7897337705868,RENITEC 20MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"54,58","79,03","65,32"
7897337705882,RENITEC 10MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"17,01","25,91","21,40"
7897337705882,RENITEC 10MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"17,44","25,91","-42,80"
7897337705899,RENITEC 5MG C/30 CPR ,E,02 - Preço Controlado Plugpharma,"27,80","40,24","33,26"
7897337705899,RENITEC 5MG C/30 CPR ,E,03 - Preço Controlado Plugpharma,"27,00","40,24","99,78"
7897337706384,COZAAR 50MG C/30 CPR,C,01 - Preço Controlado Plugpharma,"47,07","66,45","109,84"
7897337706506,SINGULAIR 4 MG C/30 CPR MAST,E,02 - Preço Controlado Plugpharma,"63,00","92,14","76,15"
7897337706506,SINGULAIR 4 MG C/30 CPR MAST,E,03 - Preço Controlado Plugpharma,"62,76","92,14","152,30"
7897337706575,SINGULAIR 5MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"62,75","92,14","76,15"
7897337707404,HYZAAR 100+25MG C/30 CPR,D,01 - Preço Controlado Plugpharma,"87,96","126,24","208,64"
7897337712576,METICORTEN 20MG C/10 CPR,E,02 - Preço Controlado Plugpharma,"24,92","34,03","29,48"
7897337712590,METICORTEN 5MG C/20 CPR ,D,02 - Preço Controlado Plugpharma,"18,46","25,26","21,87"
7897337712590,METICORTEN 5MG C/20 CPR ,E,01 - Preço Controlado Plugpharma,"17,62","25,26","21,87"
7897337712927,"DESALEX 0,5MG XPE 60ML",E,PROPAGADO ,"46,17","65,67","116,66"
7897337712934,"DESALEX 0,5ML/MG XPE 100ML",D,PROPAGADO ,"67,20","93,97","250,41"
