ean,name,curve,book,price,drogal_price,drogasil_price,drogal_observation,drogasil_observation
"7898148299577","GN ACETILCISTEINA GRANULADO 200MG/5G LARANJA C/16 ENV","E","BORA VENDER GENÉRICO 3.0","23,78","24,26","","",""
"7898148299683","GN BENZO+NISTAT+CLOR BENZAL CR VAG 40G+10 APLIC PRATI","E","02 - Preço Controlado Plugpharma","37,74","24,51","","",""
"7898149180010","TERMOMETRO DIGITAL BRANCO MULTILASER","D","","19,90","","","",""
"7898153653166","SORO FISIOLOGICO  100ML SANOBIOL","E","","5,88","","","",""
"7898157300004","APAR INALACAO PORTATIL MEDICATE PINK","E","","239,90","","","",""
"7898157300790","ESPACADOR MEDICATE AZUL ESCURO PEQ BEBE","E","","60,90","","","",""
"7898157301179","ESPACADOR MEDICATE AZUL ESCURO MED INFAN","E","","60,90","","","",""
"7898157301186","ESPACADOR MEDICATE AZUL ESCURO GDE ADULT","E","","60,90","","","",""
"7898157301230","ESPACADOR MASCARA MEDICARE MEDIO AZUL CLARO","E","","53,50","","","",""
"7898157301247","ESPACADOR MASCARA MEDICARE PEQUENO AZUL CLARO","E","","53,50","","","",""
"7898157301261","KIT AP DE PRESSAO MEDICATE VELC PRETO+ ESTETOSCOPIO SIMPLES","E","","142,35","","","",""
"7898157301278","ESTETO SIMPLES MEDICATE PRETO","E","","35,90","","","",""
"7898157301322","MULETA CANADENSE  ALUMINIO DORJAC/1 UNIDADE","E","","169,99","73,29","","",""
"7898157301407","KIT APARELHO DE PRESSAO MEDICATE BOTAO + ESTETO SIMPLES","E","","149,70","","","",""
"7898157301704","KIT APARELHO DE PRESSAO MEDICATE VELC ROSA+ ESTETHOSC DUPLO","E","","187,35","","","",""
"7898157301773","BRACADEIRA ADULTO C/MANGUITO-BOTAO  AFS 570 C/1 UNID","E","","53,90","","","",""
"7898157301803","BRACADEIRA PRESSAO OBESO C MANG  AFS 517 DIASYST","E","","102,44","","","",""
"7898157302626","VALVULA P AP PRESSAO AFS 577 DIASYST","E","","19,43","","","",""
"7898157306150","APAR INALACAO PORTATIL MEDICATE AZUL","D","","239,90","","","",""
"7898157307331","APAR INALACAO MESH KIDS AZUL","E","","317,50","","","",""
"7898157307348","APAR INALACAO MESH KIDS VERMELHO","E","","317,50","","","",""
"7898157492501","MANTEIGA DE CACAU ZANPHY FPS15 3,5G","E","","2,50","5,29","","",""
"7898157492525","MANTEIGA DE CACAU ZANPHY ROLL ON 6,5ML","E","","5,50","","","",""
"7898157610066","KIT HELLO KITTY CABELOS CACHEADOS SH 260ML+COND 260ML","E","","28,90","","","",""
"7898157610080","KIT HELLO KITTY CABELOS LISOS SH 260ML+COND 260ML","E","","28,90","","","",""
"7898157611339","KIT ELEGANCE DEO COLONIA ZOG 100ML","E","","35,99","","","",""
"7898157613708","KIT SAB LIQ INTIMO NATUREZA FRESH 210ML","E","","13,90","","","",""
"7898157613852","DEO COLONIA SPORT ZOG 100ML","E","","32,50","","","",""
"7898157613920","KIT SAB LIQ INTIMO NATUREZA NEUTRO 210ML","E","","13,90","","","",""
"7898157614040","DES AERO MAN ZOG RODEO 90ML","E","","14,99","","","",""
"7898157614057","DES AERO MAN ZOG INTENSE 90ML","E","","17,90","","","",""
"7898157614064","DES AERO MAN ZOG SENSATION 90ML","E","","17,99","","","",""
"7898157614231","DEO COLONIA ADVENTURE ZOG 100ML","E","","32,50","","","",""
"7898157614651","CR PENTEAR MONICA KIDS CABELOS FINOS E DELICADOS 250ML","D","","18,90","","","",""
"7898157615207","DEO COLONIA WINE ZOG 100ML","E","","32,50","","","",""
"7898157615818","DES AERO MAN ZOG NIGHT 90ML","E","","14,99","","","",""
"7898157616228","SH MONICA KIDS CABELOS FINOS E DELICADOS 260ML","E","","16,50","","","",""
"7898157616235","SH MAGALI KIDS CABELOS ONDULADOS E CACHEADOS 260ML","E","","16,90","","","",""
"7898157616266","COND INFANTIL MONICA KIDS CABELOS FINOS E DELICADOS 260ML","E","","16,90","","","",""
"7898157616273","COND MAGALI KIDS CABELOS ONDULADOS E CACHEADOS 260ML","E","","16,90","","","",""
"7898157616303","PERF COLONIA MONICA INF SPLASH 200ML","E","","16,90","","","",""
"7898157616754","KIT TURMA DA MONICA KIDS CASCAO SH 260ML+COND 245ML","E","","33,50","","","",""
"7898157616815","CR PENTEAR MAGALI KIDS CABELOS ONDULADOS E CACHEADOS 250ML","E","","18,50","","","",""
"7898157616877","KIT H KITTY SH+COL 300/200 ANIVERSARIO","E","","31,90","","","",""
"7898157618307","DES AERO MAN ZOG WINE 90ML","E","","14,99","","","",""
"7898157619229","KIT SAB LIQ INTIMO NATUREZA CREMOSO 210ML","E","","13,90","","","",""
"7898157722530","SCALP INTRAVENOSO SOLIDOR N.25G","E","","3,00","","","",""
"7898157723179","CATETER INTRAVENOSO LARANJA 14L 270ML POR MINUTO","E","","2,25","","","",""
"7898157723186","CATETER INTRAVENOSO CINZA 16L 180ML POR MINUTO","E","","2,25","","","",""
"7898157723230","EQUIPO MACRO DE INFUSAO (LAMEDID)","E","","4,90","","","",""
"7898157723247","EQUIPO MACRO LAMEDID FLEXIVEL 150CM","E","","3,90","","","",""
"7898157723377","SCALP INTRAVENOSO SOLIDOR N.21G","E","","3,00","","","",""
"7898157723384","SCALP INTRAVENOSO SOLIDOR N.23G","E","","3,00","","","",""
"7898157723391","SCALP INTRAVENOSO SOLIDOR N.27G","E","","3,00","","","",""
"7898157723414","SCALP INTRAVENOSO SOLIDOR N.23G","C","","3,00","","","",""
"7898157723421","SCALP DE INFUSAO INTRAVENOSA SOLIDOR N.25","E","","3,00","","","",""
"7898157726774","SCALP LABOR 25G NR 25G C/1UN","E","","3,00","","","",""
"7898157729911","CATETER INTRAVENOSO SOLIDOR LARANJA 14G 270ML POR MINUTO","E","","4,50","","","",""
"7898157729928","CATETER INTRAVENOSO SOLIDOR CINZA 16G 180ML POR MINUTO","E","","4,50","","","",""
"7898157729935","CATETER INTRAVENOSO SOLIDOR VERDE 18G 80ML POR MINUTO","E","","4,50","","","",""
"7898157729942","CATETER IV TEFLON SOLIDOR 20G","E","","3,90","","","",""
"7898157729959","CATETER INTRAVENOSO SOLIDOR AZUL 22G 33ML POR MINUTO","E","","4,50","","","",""
"7898157729966","CATETER INTRAVENOSO SOLIDOR AMARELO 24G 20ML POR MINUTO","E","","4,50","","","",""
"7898157926921","LAFAJOR LAGANEXA CREME DE AVELA 50G","E","","11,60","","","",""
"7898158498786","DESODALINA 600MG C/60 CAPS","D","SIMILAR PRA VENDER MUITO!","68,18","","","",""
"7898158690395","PEDIDERM 0,2MG/ML LOCAO CIFARMA","E","SIMILAR PRA VENDER MUITO!","22,27","21,49","27,83","",""
"7898158690401","PEDIDERM 0,2MG/ML SHAMPO 100ML","E","03 - Preço Controlado Plugpharma","25,23","20,89","","",""
"7898158690517","AFTINE SUSP ORAL MENTA 30ML","E","02 - Preço Controlado Plugpharma","22,81","35,49","34,79","",""
"7898158691170","DORILESS SOL ORAL GTS 15ML","E","02 - Preço Controlado Plugpharma","34,03","17,69","","",""
"7898158691262","GRIPEOL GTS 100MG/ML 20ML CIFARMA","E","SIMILAR PRA VENDER MUITO!","24,64","","","",""
"7898158691279","GRIPEOL 40MG/ML 100ML CIFARMA","E","SIMILAR PRA VENDER MUITO!","21,02","","","",""
"7898158691576","QUEIMALIVE POM 30G","E","02 - Preço Controlado Plugpharma","24,94","19,49","27,51","","Leve 2 unidades por R$ 22,01 cada"
"7898158692139","NAUSILON B6 SOL ORAL GTS 20ML","E","PROPAGADO","13,32","14,39","14,89","",""
"7898158692221","FLORENT 100MG C/12 CAPS DURA","E","SIMILAR PRA VENDER MUITO!","25,30","","","",""
"7898158692238","FLORENT 200MG C/04 SACHES","E","SIMILAR PRA VENDER MUITO!","27,89","20,59","26,90","",""
"7898158693112","BENATUX FRAMBOESA C/12 PAST","E","02 - Preço Controlado Plugpharma","20,74","13,19","12,72","",""
"7898158693129","BENATUX MENTA C/12 PAST","E","02 - Preço Controlado Plugpharma","20,74","12,79","12,72","",""
"7898158693693","VARICOSS 15+90MG C/20 CPR","D","SIMILAR PRA VENDER MUITO!","25,98","38,99","39,99","",""
"7898158693709","VARICOSS 15+90MG C/60 CAPS","C","SIMILAR PRA VENDER MUITO!","65,52","60,69","62,19","",""
"7898158695819","SO-SORO INFANTIL 30ML","E","SIMILAR PRA VENDER MUITO!","6,93","","","",""
"7898166040878","GN DIPIRONA SODICA 20ML","E","BORA VENDER GENÉRICO 3.0","6,88","","","",""
"7898168000481","MELLERIL 25MG C/20 DRG","E","02 - Preço Controlado Plugpharma","21,92","","","",""
"7898168000597","MELLERIL 50MG C/20 DRG","E","02 - Preço Controlado Plugpharma","26,36","","","",""
"7898168004113","GEL ANTICICATRIZ ULTRA SKIMATIX 15G","E","","202,96","145,05","","",""
"7898168005967","OXIPELLE 20ML","E","02 - Preço Controlado Plugpharma","52,76","","","",""
"7898168006278","BACROCIN POM 15G","E","02 - Preço Controlado Plugpharma","68,24","","","",""
"7898168006391","GLYQUIN XM 1G C/28 SACHES","E","02 - Preço Controlado Plugpharma","93,86","90,80","","",""
"7898168006414","OXIPELLE CR 20G","E","02 - Preço Controlado Plugpharma","51,20","","","",""
"7898168007039","LIMBITROL C/20 CAPS","E","02 - Preço Controlado Plugpharma","12,18","","","",""
"7898168009125","EFURIX 50MG/G CR 15G","E","02 - Preço Controlado Plugpharma","22,10","","","",""
"7898169080611","DERMACERIUM 1+0,4% CR 50G","E","02 - Preço Controlado Plugpharma","84,01","","","",""
"7898169080642","DERMACERIUM CR 30G","E","02 - Preço Controlado Plugpharma","60,36","","","",""
"7898170390013","ASPIRADOR NASAL CEFISA AZUL","E","","12,90","","","",""
"7898170390020","ASPIRADOR NASAL CEFISA ROSA","E","","12,90","","","",""
"7898170783075","SORO FISIOLOGICO BOLSA 500ML","E","","15,54","","","",""
"7898170784348","SORO FISIOLOGICO INJETAVEL BOLSA 100ML","E","","13,90","","","",""
"7898170784355","SORO FISIOLOGICO INJETAVEL BOLSA 250ML","E","","15,90","","","",""
"7898170989026","COPO KUKA ROSA REF 902","E","","17,50","","","",""
"7898172860026","ATADURA DE CREPOM NEVE 1,8M X 06CM","E","","1,50","","","",""
"7898172860033","ATADURA DE CREPOM NEVE 1,8M X 08CM","E","","1,80","","","",""
"7898172860040","ATADURA DE CREPOM NEVE 1,8MX10CM","E","","3,90","","","",""
"7898172860057","ATADURA DE CREPOM NEVE 1,8M X 12CM","E","","2,90","","","",""
"7898172860064","ATADURA DE CREPOM NEVE 1,8M X 15CM","E","","3,50","","","",""
"7898172860071","ATADURA DE CREPOM NEVE 1,8M X 20CM","E","","4,50","","","",""
"7898172860248","ATADURA DE CREPOM ELASTICA NEVE 20CMX2,2MT","E","","4,99","","","",""
"7898172862914","ATADURA DE CREPOM NEVE 1,8MX10CM","B","","3,90","","","",""
"7898172871190","CAIXA COL 13 LITROS NEVE","E","","10,75","","","",""
"7898172880000","MASC DESC TRIPLA BRANCO C/50 UNID","E","","35,90","","","",""
"7898172917003","MASCARA DESCARTAVEL BICO PATO NEVE PFF2 C/1 UNID","E","","6,90","","","",""
"7898176070018","GOTAS PINGO LEITE 270G","E","","30,50","","","",""
"7898176070162","GOTAS DE LEITE DIET 100G","E","","20,90","","","",""
"7898176070292","DOCE DE LEITE PINGO 10G CX C/50","E","","75,00","","","",""
"7898176070513","DOCE DE LEITE PINGO 10G","E","","1,50","","","",""
"7898176070728","GOTAS DE LEITE COBERTO CHOCO MEIO AMARGO","E","","1,50","","","",""
"7898176070742","GOTAS DE LEITE COBERTO CHOCO MEIO AMARGO  CX C/50","E","","75,00","","","",""
"7898181582063","PERF COLONIA AZZUR EUROESSENCE 100ML","E","","51,90","","","",""
"7898181582605","KIT EURO ESSENCE PERF 100ML+DES 80ML SEXY","E","","65,50","","","",""
"7898181582612","KIT EURO ESSENCE PERF 100ML+DES 80ML APOLO ESSENCE","E","","65,50","","","",""
"7898181582636","KIT EURO ESSENCE PERF 100ML+DES FEROZE 80ML","E","","68,90","","","",""
"7898181582667","KIT AZZUR EURO ESSENCE PERF 100ML+DES AZZUR 80ML","E","","65,50","","","",""
"7898181582674","KIT EURO ESSENCE PERF 100ML+DES 80ML APOLO BLUE","E","","57,90","","","",""
"7898181582704","KIT EURO ESSENCE MILLIONAIRE COLONIA 100ML+DES 80ML","E","","69,90","","","",""
"7898181583701","KIT EURO ESSENCE VICTORY 100ML+DES 80ML BELLE","E","","69,90","","","",""
"7898181583718","KIT COLONIA 100ML+DES AERO SILVER 80ML EUROESSENCE","E","","69,90","","","",""
"7898181583732","KIT EURO ESSENCE PERF 100ML+DES BELLE 80ML","E","","69,90","","","",""
"7898181589239","PROV COLONIA AZZUR EUROESSENCE 60ML","E","","0,01","","","",""
"7898181589253","PROV COLONIA FEROZE EUROESSENCE 60ML","E","","0,01","","","",""
"7898181589376","PROV COLONIA BELLE EUROESSENCE 60ML","E","","0,01","","","",""
"7898183731056","TAMPAO DE OUVIDO VANI FRANCE 1 PAR","E","","13,90","13,49","","",""
"7898185410188","ESC DENT CLEAN INFANTIL DOCTOR DUCK","E","","16,90","","","",""
"7898185410621","ESC DENT INF JUSTICE LEAGUE","E","","14,95","","18,79","","Leve 3 unidades por R$ 14,09 cada"
"7898185411109","FIO DENT CLEAN BRITTO 25M","E","","4,50","","8,29","",""
"7898185411116","ENX BUCAL DENTALCLEAN LIGA JUSTICA 300ML","E","","11,90","","","",""
"7898185411550","ESC DENT CLEAN PROTESE PLUS DURA","E","","16,50","","","",""
"7898185413196","ESC DENT INF DENTALCLEAN PEPPA PIG EXTRA MACIA C/ESTOJO","E","","13,50","","","",""
"7898185413202","ESC DENT INF DENTALCLEAN PEPPA PIG MACIA C/ESTOJO","E","","13,50","","18,79","","Leve 3 unidades por R$ 14,09 cada"
"7898185413233","ENX BUCAL DENTALCLEAN PEPPA 300ML","E","","14,90","","","",""
"7898185413288","CR DENTAL PEPPA PIG","E","","6,90","","8,09","","Leve 3 unidades por R$ 6,07 cada"
"7898185413301","CR DENTAL JUSTICE LEAGUE","E","","6,90","","8,59","","Leve 3 unidades por R$ 6,44 cada"
"7898185413714","KIT DENTAL CLEAN GEL DENTAL 50G+ED MACIA HEROIS","E","","12,90","","19,89","","Leve 3 unidades por R$ 14,92 cada"
"7898185413721","KIT DENT CLEAN GEL DENTAL 50G+ESC DENT MACIA PEPPA PIG 08","E","","14,90","","19,89","","Leve 3 unidades por R$ 14,92 cada"
"7898185413738","ESC DENT DENTALCLEAN INF+EST LUNA MACIA ESCOLAR","E","","13,50","","15,49","","Leve 3 unidades por R$ 11,62 cada"
"7898185413943","GEL DENTAL INFANTIL DOCTOR DUCK C/ FLUOR MIX DE FRUTAS 50G","C","","7,50","","","",""
"7898185414049","GEL DENTAL INFANTIL DOCTOR DUCK S/ FLUOR MIX DE FRUTAS 50G","E","","7,50","","","",""
"7898185414193","KIT ESTOJO LIGA DA JUSTICA 50G","E","","38,99","","41,39","","Leve 3 unidades por R$ 31,04 cada"
"7898185414209","KIT ESTOJO INF PEPPA PIG 50G","E","","39,90","","46,19","","Leve 3 unidades por R$ 34,64 cada"
"7898185414216","KIT ESTOJO ROMERO BRITTO 50G","E","","39,90","","30,59","",""
"7898185414377","ESC MADAGASCAR ESCOLAR MACIA","E","","10,90","","","",""
"7898185414384","CR DENTAL MADAGASCAR","E","","5,50","","","",""
"7898185414445","KIT DENTAL CLEAN INF ESTOJO GEL+ESC+FIO HEROIS MMARAV","E","","26,50","","29,49","","Leve 3 unidades por R$ 22,12 cada"
"7898185414544","ENX BUCAL DENTALCLEAN DETOX PRO ANTIVIRAL 600ML","E","","29,99","","","",""
"7898185414766","ESC DENT INFANTIL DENTALCLEAN BABY PEPPA EXTR MACIA 0-2 ANOS","E","","12,50","","","",""
"7898185414780","ESC DENT INFANTIL  DENTALCLEAN PEPPA MACIA C/2 UNID","E","","21,00","","","",""
"7898185414797","ESC DENT CLEAN LIGA DA JUSTICA MACIA C/2 UNID","D","","21,00","","","",""
"7898185414834","ESC DENT INFANTIL LUNA DENTALCLEAN C/2 UNID","E","","21,00","","","",""
"7898185414865","ENX BUCAL GUM TROLLS 250ML","E","","16,90","","16,90","","Leve 3 unidades por R$ 12,68 cada"
"7898185415077","ENX BUCAL GUM INF AVENGERS 250ML","E","","16,90","","","",""
"7898189260048","AMPOLA NUTRILAN ANTI QUEDA 10ML","E","","2,10","","","",""
"7898189260086","AMP NUTRILAN ANTI CASPA 10ML","E","","1,99","","","",""
"7898189260246","AMPOLA NUTRILAN OLEO DE COCO 10ML","E","","2,10","","","",""
"7898189260475","AMPOLA NUTRILAN CRINA FORTY 10ML","E","","2,10","","","",""
"7898189260512","AMPOLA NUTRILAN BOMBA DE VITAMINAS 10ML","E","","2,10","","","",""
"7898189260758","AMPOLA NUTRILAN FORTALECEDOR 10ML","E","","2,10","","","",""
"7898189260765","AMPOLA NUTRILAN JABORANDI 10ML","E","","2,10","","","",""
"7898189267528","AMPOLA NUTRILAN VITAMINA E 10ML","E","","1,99","","","",""
"7898189267535","AMPOLA NUTRILAN VITAMINA A E B5 10ML","E","","2,10","","","",""
"7898189267542","AMPOLA NUTRILAN SEMI DI LINO 10ML","E","","1,99","","","",""
"7898193070558","ABS DRY GERIATRICO C/20 UNID","C","","21,90","","","",""
"7898197410855","MASCARA DESCARTAVEL TRIPLA HIGIMAXI C/50 UND","E","","42,50","","","",""
"7898197415591","TOALHAS UMEDECIDAS UPA BEBE C/120UNID","E","","7,99","","","",""
"7898197415638","TOALHAS UMEDECIDAS MARIGOLD BABY PREMIUM C/120 UNID","E","","9,99","","","",""
"7898197415843","TOALHAS UMEDECIDAS BOB ESPONJA 100UN WIPEX","E","","10,49","","","",""
"7898198860024","COLETOR URINA JPROLAB TAMPA VERMELHA 80ML","E","","2,50","2,29","","",""
"7898198860291","COLETOR DE URINA TAMPA VERMEHA J PROLAB 70ML","E","","2,50","","","",""
"7898198860932","COLETOR DE URINA 24 HORAS 2000ML","E","","24,50","","","",""
"7898198865241","COLETOR DE URINA TAMPA VERMEHA","E","","1,90","","","",""
"7898200990008","PREN DE SILICONE 3UN","E","","16,50","","","",""
"7898200990015","PRENDEDOR KUKA AZUL REF 0015","E","","6,50","","","",""
"7898200990114","PRENDEDOR KUKA REF 0114","E","","5,90","","","",""
"7898207210185","LUVA VOLK DO BRASIL LATEX TAM P C/100 UNID","E","","22,50","","","",""
"7898207210192","LUVA VOLK DO BRASIL LATEX TAM M C/100 UNID","E","","99,50","","","",""
"7898207210208","LUVA VOLK DO BRASIL LATEX TAM G C/100 UNID","E","","22,50","","","",""
"7898207219232","LUVA POLIETILENO PLASTICA DESCARTAVEL VOLK C/100 UNID","E","","2,90","","","",""
"7898211380010","REPARADOR DE PONTAS FIXED CHOCOLATE 30ML","E","","7,99","","","",""
"7898211380133","GEL FIXED BLACK FIX 250G","E","","6,90","","","",""
"7898211380355","REPARADOR DE PONTAS FIXED TRADICIONAL","E","","7,99","","","",""
"7898211380362","REPARADOR PONTAS FIXED FILTRO SOLAR 30ML","E","","7,99","","","",""
"7898211380508","REPARADOR PONTAS FIXED MANTEIGA DE KARITE 30ML","E","","7,99","","","",""
"7898211380515","REP PONTAS FIXED CERAMIDAS 30ML","E","","6,99","","","",""
"7898211380775","DES COLONIA ALFAZEMA FIXED 115ML","E","","17,90","","","",""
"7898211380850","REPARADOR PONTAS FIXED QUERATINA 30ML","E","","7,99","","","",""
"7898211381239","GEL FIX AZUL 250G","E","","10,90","","","",""
"7898211381604","REPARADOR PONTAS FIXED OLEO DE ARGAN 30ML","C","","8,90","","","",""
"7898211381949","AMP FIXED CAPILAR POWER REPAIR VITAMINAS A 10ML","E","","2,00","","","",""
"7898211382069","OLEO CAPILAR KERATEX COCO 60ML","E","","7,99","","","",""
"7898211382076","OLEO CAPILAR KERATEX RICINO 60ML","E","","9,69","","","",""
"7898211382151","REPARADOR PONTAS FIXED COCO 30ML","E","","7,99","","","",""
"7898211382168","REPARADOR PONTAS FIXED RICINO 30ML","E","","7,99","","","",""
"7898211382304","POMADA FIXADORA FIXED AMINOACIDOS 60G","E","","11,50","","","",""
"7898211382311","POMADA MODELADORA FIXED 60G","E","","11,50","","","",""
"7898211382328","POMADA CAP FIXE EFEITO TEIA FINALIZ AMINOACIDO 60G","E","","11,50","","","",""
"7898211382434","POMADA MODELADORA FIXADORA FIXED QUERATINA 60G","E","","11,50","","","",""
"7898211382441","POMADA MODELADORA FIXED COM QUERATINA 60G","E","","10,90","","","",""
"7898211382458","POMADA FIXED FINALIZADORA EFEITO TEIA COM QUERATINA 60G","E","","11,50","","","",""
"7898211382632","REPARADOR PONTAS FIXED BABOSA 30ML","D","","7,99","","","",""
"7898211382649","REPARADOR PONTAS FIXED LINHACA 30ML","D","","7,99","","","",""
"7898211382656","REPARADOR PONTAS FIXED MACADAMIA 30ML","E","","7,99","","","",""
"7898211382663","REPARADOR PONTAS FIXED JABORANDI 30ML","E","","7,99","","","",""
"7898211382717","OLEO BABOSA KERATEX TONICO CAPILAR 60ML","E","","8,90","","","",""
"7898211382724","FIXED KERATEX OLEO BOMBA DE VITAMINAS 60ML","E","","7,50","","","",""
"7898211382731","OLEO BOMBA FORTALECIMENTO KERATEX 60ML","E","","7,50","","","",""
"7898211382748","OLEO BOMBA CRESCIMENTO KERATEX 60ML","C","","7,99","","","",""
"7898211382809","OLEO CAPILAR KERATEX ARGAN 60ML","E","","8,90","","","",""
"7898211382847","ODORIZADOR SANITARIO CLEANCO CANELA SPRAY 60ML","E","","11,50","","","",""
"7898211382915","LOCAO FACIAL FIXED POS BARBA GREEN DEWY 100ML","E","","19,90","","","",""
"7898211382922","LOCAO FACIAL FIXED POS BARBA YELLOW FRESH 100ML","E","","19,90","","","",""
"7898211382939","LOCAO FACIAL FIXED POS BARBA BLUE ICE 100ML","E","","19,90","","","",""
"7898211382953","AMP FIXED CAPILAR POWER REPAIR D PANTENOL 10ML","E","","2,90","","","",""
"7898211382991","POMADA FIXED TONALIZANTE BLACK 120G","E","","14,50","","","",""
"7898211383004","REP PONTAS BABOSA E D PANTENOL KERATEX FIXED 25ML","D","","13,90","","","",""
"7898211383011","REP PONTAS COCO E MACADAMIA KERATEX FIXED 25ML","E","","12,90","","","",""
"7898211383028","REPARADOR DE PONTAS KERATEX FIXED ARGAN E COCO 25ML","E","","12,90","","","",""
"7898211383035","REP PONTAS QUERATINA E VITAMINAS KERATEX FIXED 25ML","E","","12,90","","","",""
"7898211383097","POMADA MODELADORA FIXED QUERATINA 120G","E","","17,90","","","",""
"7898211383103","POMADA FIXED FIXADORA QUERATINA 120G","E","","17,50","","","",""
"7898211383141","SOLUÇÃO D-PANTENOL KERATEX 120ML","E","","15,90","","","",""
"7898211383158","OLEO CAPILAR KERATEX D-PANTENOL 60ML","D","","8,90","","","",""
"7898211383165","QUERATINA LIQUIDA KERATEX SPRAY 120ML","D","","16,90","","","",""
"7898211383172","QUERATINA LIQUIDA KERATEX 60ML","E","","7,99","","","",""
"7898211383189","AGUA MICELAR KERATEX","E","","11,90","","","",""
"7898211383257","OLEO CAPILAR FIXED BABOSA 60ML","E","","8,50","","","",""
"7898211383271","OLEO CAPILAR FIXED RICINO 60ML","E","","8,90","","","",""
"7898211383288","OLEO CAPILAR FIXED DE ALECRIM 60ML","E","","8,50","","","",""
"7898211383295","OLEO CAPILAR FIXED ROSA MOSQUETA 60ML","E","","6,90","","","",""
"7898211383301","OLEO CAPILAR FIXED ABACATE 60ML","E","","8,50","","","",""
"7898211383363","TONICO CAPILAR BIOTINA KERATEX 60ML","C","","8,90","","","",""
"7898211383615","TONICO CAPILAR KERATEX ALECRIM E ACIDO HIALURONICO 60ML","B","","7,99","","","",""
"7898211383769","AMP FIXED CAPILAR POWER REPAIR ACIDO HIALURONICO 10ML","E","","2,00","","","",""
"7898211383820","OLEO CAPILAR KERATEX ROSA MOSQUETA 60ML","C","","7,99","","","",""
"7898211383837","OLEO CAPILAR KERATEX ABACATE 60ML","C","","7,99","","","",""
"7898211383943","OLEO CORPORAL FIXED HIALURONICO C/ROSA MOSQUETA 120ML","E","","11,90","","","",""
"7898211383967","OLEO CORPORAL FIXED HIALURONICO C/ARGAN 120ML","E","","11,90","","","",""
"7898212280197","CERA ROLL ON DEPIL BELLA ALGAS 100G","E","","6,50","","","",""
"7898212280203","CERA DEPIL ROLL ON BELLA MEL 100G","E","","7,90","","","",""
"7898212280715","OLEO HIDRAT REMOVEDOR DEPIL BELLA ALGODAO 140ML","E","","15,50","","","",""
"7898212280722","LOCAO ADSTRINGENTE DEPIL BELLA HORTELA 300ML","E","","22,90","","","",""
"7898212280760","CERA DEPIL BELLA MEL 250G","E","","26,90","","","",""
"7898212280791","CERA DEPIL BELLA NEGRA 250G","E","","16,90","","","",""
"7898212280968","LENCO DEPIL DEPIL BELLA FIBRA NATURAL C/25 UND","E","","5,50","","","",""
"7898212280975","LENCO DEPILATORIO DEPIL BELLA FIBRA NATURAL C/50 UNID","E","","13,50","","","",""
"7898212280982","LENCO DEPIL DEPIL BELLA FIBRA NATURAL 100FLS","E","","17,90","","","",""
"7898212281415","AQUECEDOR DEPIL BELLA ROLL-ON BIVOLT","E","","94,50","","","",""
"7898212281576","CR DEPILATORIO FACIAL DEPIL BELLA ALOE VERA 40G","E","","15,50","","","",""
"7898212282276","CR FACIAL DEPIL PETALAS DE ROSAS 40G","C","","15,90","","","",""
"7898212282597","FOLHAS DEPILATORIAS CORPORAL DEPIL BELLA MEL C/8 PARES","E","","19,50","","","",""
"7898212282603","FOLHAS PRONTAS FACIAL DEPIL BELLA MEL C/8 PARES","D","","12,90","","","",""
"7898212283341","CERA DEPIL BELLA PETALAS P/MICROONDAS 100G","E","","14,90","","","",""
"7898212283358","CERA DEPIL BELLA MICROONDAS PRIMULA 100G","E","","13,00","","","",""
"7898212283372","CERA DEPIL BELLA MICROONDAS MEL/ALOE VERA 100G","E","","16,90","","","",""
"7898212284607","CERA ROLL ON DEPIL BELLA PROPOLIS/MEL 100G","E","","6,50","","","",""
"7898212285017","CR DEPILATORIO CORPORAL DEPIL BELLA PETALAS DE ROSAS 100G","D","","24,50","","","",""
"7898212285048","CERA DEPIL BELLA HIDROSSOLUVEL CAMOMILA 300G","E","","17,90","","","",""
"7898212285055","CERA DEPIL BELLA HIDROSSOLUVEL MARACUJA 300G","E","","17,90","","","",""
"7898212285215","FOLHAS FACIAL PETALAS DE ROSAS DEPIL BELLA C/8 PARES","E","","12,90","","","",""
"7898212286557","CERA DEPIL BELLA NATURAL 600G","E","","15,95","","","",""
"7898212286816","CR MAOS RAAVI ANTIBACTERIANO PARA MAOS BEM ESTAR 50G","E","","12,50","","","",""
"7898212290714","IMOBILIZADOR PULSO IDEAL TAM P DIREITO","E","","28,20","","","",""
"7898212292398","JOELHEIRA ORTOPEDICATAM  M","E","","18,83","","","",""
"7898212293890","TALA PVC  PUNHO DIREITO","E","","32,20","","","",""
"7898212293906","TALA PVC  PUNHO ESQUERDO","E","","32,20","","","",""
"7898212295610","COLAR CERVICAL PHILADELPHIA G","E","","160,50","","","",""
"7898215153047","PIRAKIDS SCHOOL CHOCOLATE 200ML","E","","1,72","","","",""
"7898215153207","WHEY PIRACANJUBA FRUTAS VERMELHAS ZERO LACTOSE 250ML","E","","8,50","9,15","10,79","","Leve 4 unidades por R$ 8,09 cada"
"7898215153214","WHEY PIRACANJUBA BANANA ZERO LACTOSE 250ML","E","","7,95","","10,79","","Leve 4 unidades por R$ 8,09 cada"
"7898215153221","WHEY PIRACANJUBA CACAU ZERO LACTOSE 250ML","E","","8,50","9,15","10,79","","Leve 4 unidades por R$ 8,09 cada"
