Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta Unit.
7899547504743,GN SULF+TRIMETOPRIMA 800MG+160MG C/10 CPR PRATI,C,BORA VENDER GENÉRICO 3.0,"8,39","20,99","15,46"
7899547505061,"GN DESLORATADINA 0,5MG/ML XPE VD 60ML (PRATI)",E,02 - Preço Controlado Plugpharma,"7,03","35,75","23,24"
7899547505085,"GN DESLORATADINA 0,5MG/ML XPE 60ML PRATI",C,02 - Preço Controlado Plugpharma,"10,30","35,75","23,24"
7899547505085,"GN DESLORATADINA 0,5MG/ML XPE 60ML PRATI",D,01 - Preço Controlado Plugpharma,"10,30","35,75","23,24"
7899547505122,"GN DESLORATADINA 0,5MG/ML XPE 100ML (PRATI)",E,02 - Preço Controlado Plugpharma,"10,07","56,96","37,02"
7899547505146,"GN DESLORATADINA 0,5MG/ML XPE 100ML PRATI",B,BORA VENDER GENÉRICO 3.0,"15,34","56,96","29,20"
7899547505146,"GN DESLORATADINA 0,5MG/ML XPE 100ML PRATI",C,BORA VENDER GENÉRICO 3.0,"15,28","56,96","29,20"
7899547505252,GN LOSARTANA POTASSICA 50MG C/30 CPR PRATI,E,PROMOÇÃO 4º CAIXA ,"1,96","12,69","4,97"
7899547505436,GN LANSOPRAZOL 30MG C/28 CAPS,E,02 - Preço Controlado Plugpharma,"16,46","106,64","58,65"
7899547506839,GN IBUPROFENO 600MG C/10 CPR PRATI CX C/28,E,,"91,01","270,86","270,86"
7899547507393,GN METRONIDAZOL 100MG/G GEL VAG 50G C/10 APLIC PRATI,D,BORA VENDER GENÉRICO 3.0,"10,60","24,61","19,69"
7899547507430,GN NISTATINA 25.000UI/G CR VAG 60G+14 APLIC PRATI,B,01 - Preço Controlado Plugpharma,"9,87","19,81","16,84"
7899547507430,GN NISTATINA 25.000UI/G CR VAG 60G+14 APLIC PRATI,C,02 - Preço Controlado Plugpharma,"9,68","19,81","16,84"
7899547507454,GN NITRATO DE MICONAZOL 20MG CR VAG 80G PRATI,E,01 - Preço Controlado Plugpharma,"13,07","30,16","24,13"
7899547508758,GINKGO VITAL 80MG C/30 CAPS ,E,SIMILAR PRA VENDER MUITO!,"12,61","54,07","32,44"
7899547508765,GINKGO VITAL 80MG C/60 CAPS PRATI,E,01 - Preço Controlado Plugpharma,"23,55","99,72","59,83"
7899547508857,GINKGO VITAL 120MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"23,82","69,52","41,71"
7899547509458,GN LAMOTRIGINA 25MG C/30 CPR PRATI,E,BORA VENDER GENÉRICO 3.0,"6,59","32,81","18,05"
7899547509571,GN LAMOTRIGINA 100MG C/30 CPR(PRA),E,02 - Preço Controlado Plugpharma,"12,70","74,83","41,16"
7899547510911,"GN CABERGOLINA 0,5MG C/2 CPR PRATI",E,BORA VENDER GENÉRICO 3.0,"22,45","83,57","46,70"
7899547511031,GN CLORIDRATO DE METFORMINA XR 500MG C/30 CPR PRATI,B,BORA VENDER GENÉRICO 3.0,"5,94","9,35","7,60"
7899547511338,GN ACICLOVIR 400MG C/30 CPR PRATI,E,01 - Preço Controlado Plugpharma,"37,30","157,49","92,65"
7899547511338,GN ACICLOVIR 400MG C/30 CPR PRATI,E,02 - Preço Controlado Plugpharma,"35,91","157,49","92,65"
7899547511536,"GN INDAPAMIDA 1,5MG C/30 PRATI",E,02 - Preço Controlado Plugpharma,"9,82","34,93","20,96"
7899547513042,GN AMOXICILINA+CLAVULANATO DE POT 400MG/57MG+5ML PRATI,E,BORA VENDER GENÉRICO 3.0,"21,62","61,33","39,88"
7899547513219,GN TADALAFILA 20MG C/4 CPR REVEST ,E,02 - Preço Controlado Plugpharma,"3,89","31,80","14,87"
7899547513240,GN TADALAFILA 20MG C/3 CPR PRATI CX C/20,B,,"51,77","411,39","411,39"
7899547513479,GN GLIMEPIRIDA 2MG C/30 CPR PRATI,D,03 - Preço Controlado Plugpharma,"5,96","32,10","17,66"
7899547515022,GN PERMETRINA 10MG/G LOCAO+PENTE 60ML(PRA),E,02 - Preço Controlado Plugpharma,"8,65","23,90","19,12"
7899547518122,GN CLORIDRATO DE TRAMADOL 50MG C/10 CAPS PRATI,D,BORA VENDER GENÉRICO 3.0,"5,40","30,73","16,90"
7899547519617,GN CANDESARTANA CILEXETILA 16MG C/30 CPR PRATI,E,02 - Preço Controlado Plugpharma,"41,50","78,18","66,45"
7899547520408,"GN PROPIONATO DE CLOBETASOL 0,5MG/G SOL CAPILAR GTS 50G PRAT",D,01 - Preço Controlado Plugpharma,"17,08","44,67","35,74"
7899547520408,"GN PROPIONATO DE CLOBETASOL 0,5MG/G SOL CAPILAR GTS 50G PRAT",D,02 - Preço Controlado Plugpharma,"17,08","44,67","35,74"
7899547521054,GN ARIPIPRAZOL 15MG C/30 CPR PRATI,E,BORA VENDER GENÉRICO 3.0,"100,33","310,12","158,77"
7899547521214,GN AZITROMICINA 500MG C/5 CPR REVEST PRATI,E,02 - Preço Controlado Plugpharma,"9,20","37,42","31,81"
7899547521818,"GN CARVEDILOL 3,125MG C/30 CPS PRATI",C,BORA VENDER GENÉRICO 3.0,"6,62","34,12","18,77"
7899547522556,GN FINASTERIDA 1MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"10,97","38,43","28,82"
7899547522563,GN FINASTERIDA 1MG C/60 CPR,E,02 - Preço Controlado Plugpharma,"23,51","127,86","70,32"
7899547523928,GN METILDOPA 250MG C/30 CPR REVEST PRATI,D,BORA VENDER GENÉRICO 3.0,"17,94","27,23","23,15"
7899547524130,GN METILDOPA 500MG C/30 CPR REVEST PRATI,E,BORA VENDER GENÉRICO 3.0,"33,11","53,10","45,14"
7899547524307,GN BROM GALANTAMINA 8MG C/30 CPS DURA(PRA),E,02 - Preço Controlado Plugpharma,"49,57","180,66","153,56"
7899547527650,GN ALBENDAZOL 400MG C/3 CPR MAST PRATI,C,BORA VENDER GENÉRICO 3.0,"5,02","25,09","15,68"
7899547527650,GN ALBENDAZOL 400MG C/3 CPR MAST PRATI,E,BORA VENDER GENÉRICO 3.0,"5,02","25,09","15,68"
7899547527681,GN ALBENDAZOL 400MG C/5 CPR MAST PRATI,B,BORA VENDER GENÉRICO 3.0,"6,23","42,07","16,83"
7899547527704,CALCIO+VIT D3 VIGORA PLUS HOMEM C/60 CAPS,E,SIMILAR PRA VENDER MUITO!,"13,90","31,90","22,33"
7899547527711,CALCIO+VIT D3 VIGORA PLUS MULHER C/60 CAPS,E,SIMILAR PRA VENDER MUITO!,"13,90","31,90","22,33"
7899547527766,CALCIO+VIT D3 VIGORA PLUS C/60 CAPS,E,SIMILAR PRA VENDER MUITO!,"13,90","31,90","22,33"
7899547528602,GN CLORIDRATO DE METFORMINA 500MG C/60 CPR PRATI,B,BORA VENDER GENÉRICO 3.0,"7,30","19,63","16,69"
7899547528602,GN CLORIDRATO DE METFORMINA 500MG C/60 CPR PRATI,E,BORA VENDER GENÉRICO 3.0,"9,91","19,63","16,69"
7899547528619,GN IBUPROFENO 600MG C/30 CPR REVEST PRATI,C,BORA VENDER GENÉRICO 3.0,"6,83","29,87","23,79"
7899547528619,GN IBUPROFENO 600MG C/30 CPR REVEST PRATI,E,BORA VENDER GENÉRICO 3.0,"7,87","29,87","23,79"
7899547528626,GN LOSARTANA POTASSICA 50MG C/60 CPR PRATI,B,BORA VENDER GENÉRICO 3.0,"3,74","25,48","8,98"
7899547528626,GN LOSARTANA POTASSICA 50MG C/60 CPR PRATI,C,BORA VENDER GENÉRICO 3.0,"3,74","25,48","8,98"
7899547528626,GN LOSARTANA POTASSICA 50MG C/60 CPR PRATI,E,BORA VENDER GENÉRICO 3.0,"3,71","25,48","8,98"
7899547528633,GN CLORIDRATO DE METFORMINA 500MG C/60 CPR PRATI,B,03 - Preço Controlado Plugpharma,"7,30","18,79","10,45"
7899547528633,GN CLORIDRATO DE METFORMINA 500MG C/60 CPR PRATI,E,02 - Preço Controlado Plugpharma,"9,91","18,79","10,45"
7899547528640,GN CLORIDRATO DE METFORMINA 850MG C/60 CPR,E,02 - Preço Controlado Plugpharma,"7,07","13,74","11,68"
7899547528657,VIGORA PURA VITAMINA E 10MG C/60 CAPS ,E,SIMILAR PRA VENDER MUITO!,"11,48","19,99","14,00"
7899547529180,VITAMINA VIGORA PLUS MINERAL DE A/Z C/60 CAPS ,E,,"7,99","17,68","17,68"
7899547529197,VIGORA PLUS MULTIVIT HOMEM C/60 CAPS,E,,"7,99","25,90","25,90"
7899547529203,VIGORA PLUS MULTIV MULHER C/60 CAPS ,E,,"7,99","25,90","25,90"
7899547529210,VIGORA PLUS MULTIVIT SENIOR C/60 CAPS ,E,,"9,42","25,90","25,90"
7899547529487,DIGEFLEX ANTIACIDO SUSP ORAL MORANGO 240ML,E,02 - Preço Controlado Plugpharma,"8,32","33,88","20,33"
7899547529616,GN NIMESULIDA 100MG C/12 CPR PRATI,E,02 - Preço Controlado Plugpharma,"3,92","15,62","10,15"
7899547529845,NYPRAM 20MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"33,84","45,72","38,86"
7899547530032,SENSI LATTE 9.000 FCC S/SABOR C/30 CPR,E,,"25,00","100,00","100,00"
7899547530049,SENSI LATTE 9.000 FCC BAUNILHA C/30 CPR,E,SIMILAR PRA VENDER MUITO!,"25,00","100,00","70,00"
7899547530841,HEMATOFER 40MG C/50 CPR REVEST,E,02 - Preço Controlado Plugpharma,"5,28","22,88","13,73"
7899547531213,GN DIPIRONA 500MG C/30 CPR PRATI,E,BORA VENDER GENÉRICO 3.0,"7,94","27,77","16,67"
7899547531237,GN PARACETAMOL 750MG C/20 CPR PRATI ,E,BORA VENDER GENÉRICO 3.0,"4,47","15,55","10,88"
7899547531299,DVITTA 5.000 UI C/ 30 CAPS,E,02 - Preço Controlado Plugpharma,"14,80","90,36","54,22"
7899547531305,DVITTA 7000 UI C/ 4 CAPS,E,02 - Preço Controlado Plugpharma,"5,31","17,73","10,64"
7899547531312,DVITTA 7000 UI C/8 CAPS,E,02 - Preço Controlado Plugpharma,"7,35","33,07","19,84"
7899547531343,DVITTA 50.000 UI C/4 CAPS ,E,02 - Preço Controlado Plugpharma,"12,63","61,55","36,93"
7899547531350,VIGORA PLUS GOLD C/60 CAPS ,E,,"7,99","25,90","25,90"
7899547532258,LAVIE 50MG XPE 100ML,E,01 - Preço Controlado Plugpharma,"10,76","15,36","13,06"
7899547532258,LAVIE 50MG XPE 100ML,E,02 - Preço Controlado Plugpharma,"10,95","15,36","13,06"
7899547532555,MAIZHER 10MG C/30 CPR ,E,02 - Preço Controlado Plugpharma,"41,24","56,31","37,68"
7899547532722,NASORIM SPRAY 9MG/ML  100ML,E,SIMILAR PRA VENDER MUITO!,"19,51","27,58","19,31"
7899547533132,PERLID 1MG/ML SOL OR 30ML ,C,02 - Preço Controlado Plugpharma,"43,83","63,19","53,71"
7899547533132,PERLID 1MG/ML SOL OR 30ML ,E,03 - Preço Controlado Plugpharma,"42,07","63,19","53,71"
7899547533613,GAPEM 300MG C/30 CAPS ,D,02 - Preço Controlado Plugpharma,"49,83","72,18","61,35"
7899547534078,HARIP 10MG C/30CPR,E,01 - Preço Controlado Plugpharma,"124,62","181,42","154,21"
7899547536164,GN CANABIDIOL 20MG/ML 30ML+SERINGA,E,BORA VENDER GENÉRICO 3.0,"266,68","342,62","283,18"
7899547536195,GN CANABIDIOL SOL 50MG/ML C/30ML+SER ,E,BORA VENDER GENÉRICO 3.0,"620,07","796,65","658,43"
7899547536201,GN CANABIDIOL SOL 50MG/ML C/30ML+SER ,E,BORA VENDER GENÉRICO 3.0,"633,72","796,65","658,43"
7899547536911,"MELATONINA VIGORA PLUS 0,21MG C/90 CAPS MOLE",E,,"9,90","58,32","58,32"
7899547537079,GN DIPIRONA MONOIDRATADA 1G C/8 CPR,B,01 - Preço Controlado Plugpharma,"3,87","12,83","8,98"
7899547537079,GN DIPIRONA MONOIDRATADA 1G C/8 CPR,B,02 - Preço Controlado Plugpharma,"3,87","12,83","8,98"
7899547537208,GN DIPIRONA 500MG C/10 CPR PRATI,A,ITENS CESTÃO,"1,76","5,91","4,69"
7899547537208,GN DIPIRONA 500MG C/10 CPR PRATI,E,ITENS CESTÃO,"2,06","5,91","4,69"
7899547537802,NITRATO DE MICONAZOL 20MG/G CR 80G C/14 APLIC ,C,02 - Preço Controlado Plugpharma,"13,14","30,16","24,13"
7899547537802,NITRATO DE MICONAZOL 20MG/G CR 80G C/14 APLIC ,D,01 - Preço Controlado Plugpharma,"13,14","30,16","24,13"
7899547543766,GN PARACETAMOL 750MG C/20 CPR PRATI DONADUZZI,E,03 - Preço Controlado Plugpharma,"4,47","15,55","10,88"
7899547543858,GN PARACETAMOL 500MG C/20 CPR PRATI,B,BORA VENDER GENÉRICO 3.0,"4,88","18,22","11,12"
7899547543919,NITRATO DE MICONAZOL 20MG/G CR 28G,D,SIMILAR PRA VENDER MUITO!,"6,21","14,73","10,33"
7899547543933,GN SIMETICONA GTS 75MG/ML C/15ML PRATI,E,01 - Preço Controlado Plugpharma,"2,97","18,97","12,33"
7899551303868,GN CLORIDRATO DE NEBIVOLOL 5MG C/30 CPR BIOLAB,B,02 - Preço Controlado Plugpharma,"14,44","53,11","29,21"
7899551303868,GN CLORIDRATO DE NEBIVOLOL 5MG C/30 CPR BIOLAB,C,01 - Preço Controlado Plugpharma,"13,96","53,11","29,21"
7899551303868,GN CLORIDRATO DE NEBIVOLOL 5MG C/30 CPR BIOLAB,E,03 - Preço Controlado Plugpharma,"14,94","53,11","29,21"
7899551304094,GN CLORIDRATO DE NEBIVOLOL 5MG C/60 CPR BIOLAB,C,01 - Preço Controlado Plugpharma,"27,02","90,91","50,00"
7899551304094,GN CLORIDRATO DE NEBIVOLOL 5MG C/60 CPR BIOLAB,D,03 - Preço Controlado Plugpharma,"27,02","90,91","50,00"
7899551304094,GN CLORIDRATO DE NEBIVOLOL 5MG C/60 CPR BIOLAB,E,02 - Preço Controlado Plugpharma,"25,98","90,91","50,00"
7899551305466,GN BROMIDRATO DE GALANTAMINA 8MG C/30 CPR BIOLAB,E,BORA VENDER GENÉRICO 3.0,"73,61","232,63","96,48"
7899551305572,GN BROMIDRATO DE GALANTAMINA 16MG C/30 CPR BIOLAB,E,BORA VENDER GENÉRICO 3.0,"96,16","260,25","187,93"
7899551305688,GN BROMIDRATO DE GALANTAMINA 24MG C/30 CPR BIOLAB,E,BORA VENDER GENÉRICO 3.0,"86,18","285,88","136,03"
7899551307743,GN PARACETAMOL+CODEINA 500MG+30MG C/36CPS,E,02 - Preço Controlado Plugpharma,"20,66","73,46","40,40"
7899572802272,SH LOLA RAPUNZEL REJUVENESCEDOR 250ML,E,,"26,85","39,90","39,90"
7899572802289,TONICO CAPILAR LOLA RAPUNZEL CRESCIMENTO 250ML,E,,"51,55","76,99","76,99"
7899572803095,CR LOLA ALISANTE HAIR VINTAGE GIRLS 100G,D,,"29,95","44,90","44,90"
7899572803200,MASC LOLA SUPER HIDRAT MORTE SUBITA 450G,E,,"53,80","79,90","79,90"
7899572805358,SH LOLA HIDRATANTE MORTE SUBITA 250ML,E,,"26,85","40,90","40,90"
7899572805365,COND LOLA HIDRATANTE MORTE SUBITA 250G,E,,"31,60","47,50","47,50"
7899572805808,CR LOLA HIDRATACAO BEMDITA GHEE BANANA E ALOE VERA 100G,E,,"24,60","35,90","35,90"
7899572805815,CR LOLA NUTRICAO BEMDITA GHEE ABACAXI E MANTEIGA BACURI 100G,E,,"24,60","36,90","36,90"
7899572806546,CR LOLA RECONSTR BEMDITA GHEE PAPAYA E QUERATINA VEGET 100G,D,,"24,05","36,90","36,90"
7899572806751,SH LOLA MEU CACHO MINHA VIDA HIDRAT 500ML,E,,"33,15","49,90","49,90"
7899572806768,COND LOLA MEU CACHO MINHA VIDA 500G,E,,"44,50","66,75","66,75"
7899572806775,CR PENTEAR LOLA MEU CACHO MINHA VIDA 500G,E,,"45,75","68,50","68,50"
7899572808687,SH LOLA LISO LEVE AND SOLTO ANTIFRIZZ 250ML,E,,"30,90","46,35","46,35"
7899572808694,ANTIFRIZZ LOLA SPRAY LISO LEVE AND SOLTO 200ML,D,,"42,33","63,90","63,90"
7899572808700,MASC LOLA LISO LEVE AND SOLTO ANTIFRIZZ  230G,E,,"37,35","56,50","56,50"
7899572810000,MASC LOLA DREAM CREAM SUPER HIDRAT 200G,D,,"29,25","42,90","42,90"
7899572810178,SH LOLA DREAM SUPER HIDRAT 250ML,E,,"28,65","42,90","42,90"
7899572810185,OLEO CAPILAR LOLA PINGA CENOURA E OLIVA 50ML,D,,"26,45","38,90","38,90"
7899572810192,OLEO CAPILAR LOLA PINGA REPARACAO ACAI PRACAXI 50ML,E,,"28,55","41,90","41,90"
7899572810208,OLEO CAPILAR LOLA PINGA PATAUA E MORINGA 50ML,D,,"26,45","38,90","38,90"
7899572810383,OLEO ARGAN LOLA OIL 50ML,C,,"23,55","32,90","32,90"
7899572810864,SPRAY TRANSICAO LOLA AGUA DE COCO DAY AFTER 250ML,E,,"37,25","55,90","55,90"
7899572810871,CR TEXTURIZADOR LOLA TRANSICAO 500G,E,,"35,95","53,95","53,95"
7899572811670,UMIDIFICADOR DE CACHOS LOLA QUE SABIA DEMAIS 250G,E,,"29,95","44,99","44,99"
7899572811724,SH LOLA FORTIFICANTE DANOS VORAZES 250ML,E,,"30,65","45,99","45,99"
7899572811731,LEAVE IN LOLA DANOS VORAZES 200ML,E,,"34,95","52,90","52,90"
7899572812042,SH LOLA DENSIDADE 250ML,E,,"35,35","53,50","53,50"
7899572812141,MASC LOLA DENSIDADE 230G,E,,"41,00","61,50","61,50"
7899572812158,OLEO CAPILAR LOLA PINGA DANOS VORAZES 50ML,E,,"28,55","42,90","42,90"
7899572812271,MASC LOLA REPARACAO INTENSIVA DANOS VORAZES 450G,D,,"54,20","79,90","79,90"
7899572813384,MASC LOLA RAPUNZEL FORTIFICANTE 450G,D,,"49,85","73,90","73,90"
7899572813681,SH LOLA XAPADINHA ANTIQUEBRA ESCUDO LISO ATIV 250ML,E,,"24,30","36,45","36,45"
7899572813698,MASC LOLA XAPADINHA DISCIPLINANTE ESCUDO LISO ATIV 450G,D,,"42,60","63,90","63,90"
7899572813759,BALSAMO LOLA XAPADINHA DISCIPLINANTE ESCUDO LISO ATIV 200ML,D,,"32,80","49,90","49,90"
7899572813766,OLEO CAPILAR LOLA XAPADINHA DISCIPLINANTE BRILHO OURO 50ML,E,,"33,28","53,50","53,50"
7899572814381,OLEO CAPILAR LOLA HIDRATACAO BANANA 50ML,E,,"33,65","50,50","50,50"
7899572814398,OLEO CAPILAR LOLA NUTRICAO ABACAXI 50ML,E,,"33,65","50,50","50,50"
7899572814404,OLEO CAPILAR LOLA RECONSTRUCAO MAMAO PAPAYA 50ML,E,,"33,65","50,50","50,50"
7899575700254,TOUCA DESCARTAVEL C/ 100 UNID,E,,"24,89","37,50","37,50"
7899575700636,AVENTAL MANGA LONGA PP20,E,,"45,35","6,50","6,50"
7899576064072,ESC DENT INFANTIL MACIA BICHINHO ,E,,"1,67","3,50","3,50"
7899583200081,PINCEL MACRILAN CONTORNO REF B125 ,E,,"10,70","17,50","17,50"
7899583200104,PINCEL MACRILAN ESPONJA GOTA PEQUENA REF B129,E,,"10,70","16,90","16,90"
7899583200210,CILIOS POSTICO MACRILAN REF CL3-8,E,,"2,95","4,90","4,90"
7899583200234,CILIOS POSTICO MACRILAN REF CL3-10,E,,"2,80","4,90","4,90"
7899583200289,PINCEL MACRILAN P/LIMPEZA FACIAL REF CP-03,E,,"4,60","7,90","7,90"
7899583200340,CURVADOR CURVEX PARA CILIOS MACRILAN,E,,"5,90","8,90","8,90"
7899583200555,PINCA PARA APLICACAO DE CILIOS POSTICOS MACRILAN,E,,"0,64","6,90","6,90"
7899583200692,PINCEL MACRILAN MADEIRA PROFISSIONAL M132,E,,"16,20","24,50","24,50"
7899583200722,PLACA+ESPATULA P/MAQUIAGEM MACRILAN,E,,"21,18","31,90","31,90"
7899583200876,PINCEL CONICO P/ ESFUMAR MAX MACRILAN,E,,"10,10","15,50","15,50"
7899583201040,PINCEL MACRILAN P/CÔNCAVO OVAL REF B134,E,,"6,80","10,90","10,90"
7899583202115,CILIOS POSTICO MACRILAN REF CL3-12,E,,"3,50","5,50","5,50"
7899583202290,PINCEL MACRILAN CONTORNO REF A16,E,,"12,24","18,90","18,90"
7899583202306,PINCEL MACRILAN PO ARREDONDDADO A17,E,,"18,20","27,50","27,50"
7899583202320,PINCEL MACRILAN CONTORNO MAX A19,E,,"21,60","32,50","32,50"
7899583202337,PINCEL MACRILAN TRIANGULAR GRANDE A20,E,,"11,55","17,90","17,90"
7899583202344,PINCEL MACRILAN TRIANGULAR MEDIO A21,E,,"8,70","13,50","13,50"
7899583202351,PINCEL MACRILAN TRIANGULAR PEQUENO A22,E,,"6,99","10,50","10,50"
7899583202368,PINCEL MACRILAN CHANFRAO PARA DELINEAR A23,E,,"5,95","9,00","9,00"
7899583202382,PINCEL MACRILAN DETALHES A25,E,,"5,05","7,60","7,60"
7899583202399,PINCEL MACRILAN ESFUMAR A26,E,,"8,00","12,00","12,00"
7899583202405,PINCEL MACRILAN OVAL ESFUMAR A27,E,,"9,05","13,60","13,60"
7899583202412,PINCEL MACRILAN CONICO P/ESFUMAR A28,E,,"9,28","13,90","13,90"
7899583202429,PINCEL MACRILAN CONTORNAR+ILUMINAR REF A29,E,,"9,68","14,50","14,50"
7899583202450,PINCEL MACRILAN P/ BASE REF A32,E,,"17,25","25,90","25,90"
7899583202597,PINCEL MACRILAN P/SOMBRA REF B138,E,,"7,70","12,50","12,50"
7899583202603,PINCEL MACRILAN P/ESFUMAR CÔNICO REF W139,E,,"6,80","10,90","10,90"
7899583202610,PINCEL OVAL PARA SOMBRA BLACK MACRILAN,E,,"7,90","11,90","11,90"
7899583202627,PINCEL MACRILAN P/OLHOS DETALHES REF W141,E,,"5,75","8,90","8,90"
7899583202702,CILIOS POSTICOS MACRILAN REF CL4-A,E,,"6,60","9,90","9,90"
7899583202740,CILIOS POSTICO MACRILAN REF CL4-8,E,,"6,90","11,90","11,90"
7899583202764,CILIOS POSTICO MACRILAN REF CL4-10,E,,"3,90","6,90","6,90"
7899583202788,CILIOS POSTICO MACRILAN REF CL4-12,E,,"3,90","6,90","6,90"
7899583202795,CILIOS POSTICO MACRILAN REF CL4-13,E,,"3,90","5,90","5,90"
7899583203341,PINCEL DUPLO PARA DETALHES E ESFUMAR MACRILAN W510 ,E,,"1,23","12,90","12,90"
7899583203358,PINCEL DUPLO PARA SOMBRA E ESFUMAR MACRILAN W511,E,,"1,24","12,90","12,90"
7899583203624,CARIMBO SOBRANCELHA MACRILAN AC-14A,E,,"5,72","8,90","8,90"
7899583203655,PINCEL CONICO LONGO P/ ESFUMAR,E,,"8,10","12,50","12,50"
7899583203679,MOLDE MACRILAN P/CONTORNO REF AC-15,E,,"3,90","6,90","6,90"
7899583203686,CARIMBO CONCAVO MACRILAN,E,,"3,50","5,50","5,50"
7899583204096,KIT MACRILAN PINCEL REF KP1-3E,E,,"22,90","36,90","36,90"
7899583204348,PINCEL PARA ESFUMAR PEQUENO BLACK MACRILAN,E,,"7,40","11,50","11,50"
7899583204355,PINCEL MACRILAN ESFUMAR B912,E,,"7,31","11,00","11,00"
7899583204515,PINCEL DE PRECISAO P/DELINEAR PEQUENO,E,,"6,10","9,50","9,50"
7899583204522,PINCEL MACRILAN P/DELINEAR GRANDE REF W144,E,,"7,88","11,90","11,90"
7899583205581,ESPONJA MAQUIAGEM MACRILAN MICROFIBRA,E,,"11,30","16,95","16,95"
7899583205758,QUARTETO DE ESPONJA MACXRILAN P/ MAQUIAGEM EP03,E,,"6,52","9,90","9,90"
7899583205765,ESPONJA MAQUIAGEM SEXTETO MACRILAN,E,,"4,90","7,50","7,50"
7899583205772,ESPONJA MAQUIAGEM MACRILAN C/4 UNID,D,,"5,93","8,90","8,90"
7899583205819,KIT PINCEL MACRILAN REF KP9-2A,E,,"18,58","29,90","29,90"
7899583205840,KIT PINCEIS P/ MAQUIAGEM CORES SORTIDAS MACRILAN C/7 UNID,E,,"8,99","15,90","15,90"
7899583205918,PINCEL PROFISSIONAL LINGUA DE GATO PARA BASE MACRILAN,E,,"12,50","18,90","18,90"
7899583206014,TRIO DE ESPONJAS MAQUIAGEM MACRILAN,E,,"18,90","28,35","28,35"
7899583206106,KIT PINCEL MACRILAN REF KP9-3,E,,"24,90","38,90","38,90"
7899592821017,CHA DESINCHA DIA C/1 SACHE (FRACIONADO) CX C/60,E,,"56,46","56,40","56,40"
7899596517992,MANTEGA DE CACAU FILO,E,,"1,50","2,99","2,99"
7899596540051,GEL SOBRANCELHAS BROW MODELATION INCOLOR 6ML,E,,"13,99","20,99","20,99"
7899598022739,SUPL ALIMENTAR GUMMY COLLAGEN PROTEIN FROZEN YOGURT 300G,E,,"60,01","99,90","99,90"
7899598026171,CREATINE GUMMY MONOHIDRATADA 150G,E,,"51,88","84,90","84,90"
7899598026263,SUPL ALIMENTAR GUMMY COLLAGEN COFFEE 200G,E,,"50,29","99,90","99,90"
7899598026416,SUPL ALIMENTAR GUMMY GIRL POWER PRE TREINO 196G,E,,"56,67","89,90","89,90"
7899605840486,CREATINA 1100MG QUALYNUTRI C/60 CAPS ,E,,"26,29","39,50","39,50"
7899617504352,TONICO CAPILAR MINOXIDIL TOPICAL SOLUTION 120 ML DOM PELO,E,,"25,18","37,90","37,90"
7899617506998,POMADA MODELADORA MATTE MINOXIDIL DOM PELO 100G,E,,"13,98","20,90","20,90"
7899620910133,GN CAPTOPRIL 25MG C/30 CPR GLOBO,E,02 - Preço Controlado Plugpharma,"1,61","11,65","6,41"
7899620910133,GN CAPTOPRIL 25MG C/30 CPR GLOBO,E,03 - Preço Controlado Plugpharma,"2,59","11,65","6,41"
7899620910744,GN CLORIDRATO DE HIDROXIZINA 10MG/5ML XPE 100ML GLOBO,E,02 - Preço Controlado Plugpharma,"7,55","28,65","18,62"
7899620911031,GN SINVASTATINA 20MG C/30 CPR GLOBO,A,PROMOÇÃO 4º CAIXA ,"2,66","16,42","8,63"
7899620911031,GN SINVASTATINA 20MG C/30 CPR GLOBO,E,PROMOÇÃO 4º CAIXA ,"3,20","16,42","8,63"
7899620911079,GN SINVASTATINA 40MG C/30 CPR GLOBO,B,BORA VENDER GENÉRICO 3.0,"5,04","35,27","19,83"
7899620911079,GN SINVASTATINA 40MG C/30 CPR GLOBO,E,BORA VENDER GENÉRICO 3.0,"6,03","35,27","19,83"
7899620911161,SPECTOFLUX 30MG/5ML XPE 120ML,E,02 - Preço Controlado Plugpharma,"8,42","32,79","27,87"
7899620911178,SPECTOFLUX 15MG/5ML XPE 120ML ,E,SIMILAR PRA VENDER MUITO!,"3,86","22,89","18,13"
7899620911543,SPECDERA 7MG/ML XPE CEREJA 100ML,E,SIMILAR PRA VENDER MUITO!,"3,35","27,93","22,72"
7899620911826,"GLICENIX 2,30G C/6 UNID GLOBO",E,SIMILAR PRA VENDER MUITO!,"6,10","22,04","19,99"
7899620911833,GLICENIX C/6 SUP INF,E,SIMILAR PRA VENDER MUITO!,"9,00","22,04","15,75"
7899620911840,"GLICENIX LACTENTE 0,92G C/6 SUP",E,SIMILAR PRA VENDER MUITO!,"7,32","22,04","15,80"
7899620911857,GN SECNIDAZOL 1000MG C/2 CPR GLOBO,E,02 - Preço Controlado Plugpharma,"4,38","21,13","13,73"
7899620911871,COMPLEXIMED B GTS FRAMBOESA 30ML (GLOBO),E,SUPLEMENTO ALIMENTAR ,"3,24","11,90","9,90"
